CT_CD,DO_NM,CT_NM,산업대분류CD,산업중분류CD,산업소분류CD,산업대분류명,산업중분류명,산업소분류명,조직형태,사업체구분,설립시기,소상공인수
27260,대구,수성구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,2,2013,1
27260,대구,수성구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2011,1
27260,대구,수성구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2013,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2001,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2003,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2005,2
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2006,2
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2008,6
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2009,4
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2010,10
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2011,4
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2012,6
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2013,12
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2014,12
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,1,2011,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,3,2009,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,3,2010,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,3,1,2012,1
27260,대구,수성구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,4,1,2000년이전,3
27260,대구,수성구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2000년이전,3
27260,대구,수성구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2011,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,4
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2002,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2003,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2005,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2007,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2008,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2009,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2010,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2011,7
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2012,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2013,14
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2014,11
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2000년이전,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2010,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2012,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2014,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2000년이전,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2000년이전,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2002,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2004,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2008,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2009,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2013,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2001,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2005,4
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2006,1
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2007,6
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2010,2
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2011,5
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2012,3
27260,대구,수성구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2013,2
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2000년이전,214
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2001,35
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2002,22
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2003,23
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2004,19
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2005,24
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2006,17
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2007,12
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2008,29
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,23
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,21
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,21
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,22
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,33
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2014,25
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,1,2014,1
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2012,1
27290,대구,달서구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,3,2013,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2000년이전,2
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2002,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2003,2
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2004,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2006,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2007,2
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2009,4
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2010,2
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2011,6
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2012,5
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2013,12
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2014,5
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,1,2000년이전,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,1,2014,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,3,2007,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,2,3,2013,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,4,1,2000년이전,1
27290,대구,달서구,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,4,1,2006,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2012,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2013,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2014,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,1,2000년이전,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,1,2003,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2000년이전,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2001,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2009,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2011,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2000년이전,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2010,1
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2013,3
27290,대구,달서구,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,5,1,2009,2
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,9
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2001,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2002,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,6
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2005,4
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,6
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2007,10
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2008,10
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2009,20
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2010,13
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2011,19
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2012,25
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2013,24
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2014,15
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2008,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2010,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2011,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2013,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2000년이전,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2012,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2000년이전,6
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2001,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2003,2
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2005,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2006,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2007,3
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2008,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2009,3
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2010,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2011,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2012,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2013,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2014,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2000년이전,3
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2002,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2005,2
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2006,1
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2007,3
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2008,4
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2009,7
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2010,5
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2011,8
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2012,7
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2013,5
27290,대구,달서구,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2014,4
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2000년이전,33
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2001,6
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2002,3
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2003,7
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2004,1
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2005,4
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2006,5
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2007,6
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2008,7
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,9
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,11
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,15
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,11
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,6
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2014,9
27710,대구,달성군,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,3,1,2009,1
27710,대구,달성군,Q,86,3,보건업 및 사회복지 서비스업(86~87),보건업,공중 보건 의료업,5,1,2000년이전,13
27710,대구,달성군,Q,86,3,보건업 및 사회복지 서비스업(86~87),보건업,공중 보건 의료업,5,1,2005,1
27710,대구,달성군,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2013,1
27710,대구,달성군,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,1,1,2014,2
27710,대구,달성군,Q,86,9,보건업 및 사회복지 서비스업(86~87),보건업,기타 보건업,3,3,2012,1
27710,대구,달성군,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,1,1,2010,1
27710,대구,달성군,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,2,2000년이전,1
27710,대구,달성군,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2009,1
27710,대구,달성군,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,3,3,2013,1
27710,대구,달성군,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2011,1
27710,대구,달성군,Q,87,1,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,거주 복지시설 운영업,4,1,2012,3
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2000년이전,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2004,2
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2006,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2007,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2008,3
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2009,5
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2010,4
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2011,5
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2012,5
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2013,3
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,1,1,2014,7
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2006,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,1,2012,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2001,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2005,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,2,2009,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2000년이전,5
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2008,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,3,3,2009,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2000년이전,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2001,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2002,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2004,1
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2006,3
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2007,2
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2008,2
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2009,3
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2010,3
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2011,5
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2012,2
27710,대구,달성군,Q,87,2,보건업 및 사회복지 서비스업(86~87),사회복지 서비스업,비거주 복지시설 운영업,4,1,2013,2
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2000년이전,25
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2001,1
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2002,2
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2003,6
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2004,4
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2005,5
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2006,4
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2007,2
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2009,3
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2010,3
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2011,3
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2012,3
28110,인천,중구,Q,86,2,보건업 및 사회복지 서비스업(86~87),보건업,의원,1,1,2013,3
